MMSI,SOG,Longitude,Latitude,COG
264,11.1,-14.3325117,8.33815833,113.5
1,0.1,-14.6128083,8.36799,6.5
264,11,-14.330685,8.33760167,114.9
1,0.1,-14.6128067,8.36799333,9.5
670,11.2,-14.524985,8.45375667,292.6
264,11.3,-14.3259633,8.33617167,114.4
264,11,-14.3254817,8.33602667,114.2
670,11.3,-14.5278833,8.45456833,292.6
1,0.1,-14.61283,8.36803667,9.5
272,0.1,-14.6124067,8.36711667,8.7
264,11.4,-14.325045,8.335895,114.3
469,13.4,-13.9805667,8.24311667,115.6
1,0.1,-14.6128183,8.36802167,5.5
469,13.4,-13.9789,8.24258333,115.6
264,11.1,-14.32264,8.335175,114.1
670,11.1,-14.5307317,8.45536167,293
1,0.1,-14.61283,8.36802167,8.5
670,11.2,-14.5321617,8.45575,292.5
1,0.1,-14.6128583,8.36799333,8.5
264,11.1,-14.3208067,8.33461833,114.6
264,11.2,-14.31895,8.33407167,114
469,13.4,-13.9738667,8.24098333,115.3
264,11.1,-14.3184583,8.33392667,114
264,11.3,-14.317955,8.33377333,114.2
1,0.1,-14.6128183,8.36801167,8.8
201,8.3,-14.1409817,8.26379333,293.6
670,11.1,-14.5364383,8.45690667,292.2
264,11.1,-14.3165333,8.33333333,115.1
201,9.3,-14.1420867,8.26408167,292.5
264,11.1,-14.3160567,8.33319167,114.4
670,11.2,-14.5378067,8.45725833,291.7
1,0.1,-14.61286,8.36799833,12.6
1,0.1,-14.6128467,8.36803,9.7
1,0,-14.6128367,8.36799,347.7
1,0,-14.6128367,8.36799,347.7
198,14.5,-13.8154,8.28011667,279
198,14.5,-13.8154,8.28011667,279
670,11.4,-14.90087,8.50642667,268
670,11.4,-14.90087,8.50642667,268
198,14.5,-13.8166,8.28025,279
198,14.5,-13.8166,8.28025,279
272,0,-14.6124617,8.36707667,345
272,0,-14.6124617,8.36707667,345
198,14.5,-13.8178,8.28036667,279
198,14.5,-13.8178,8.28036667,279
406,12.5,-14.8769,8.47571667,92
406,12.5,-14.8769,8.47571667,92
1,0,-14.6128317,8.36797167,345.8
1,0,-14.6128317,8.36797167,345.8
198,14.6,-13.8213,8.28075,279
198,14.6,-13.8213,8.28075,279
198,14.6,-13.8237,8.28101667,279
198,14.6,-13.8237,8.28101667,279
670,11.3,-14.9072117,8.50649333,271.3
670,11.3,-14.9072117,8.50649333,271.3
406,12.3,-14.87355,8.47566667,91
406,12.3,-14.87355,8.47566667,91
198,14.6,-13.8249167,8.28113333,278
198,14.6,-13.8249167,8.28113333,278
670,11.3,-14.9087933,8.50649333,270
670,11.3,-14.9087933,8.50649333,270
201,9.5,-14.4251283,8.35452333,296.5
201,9.5,-14.4251283,8.35452333,296.5
198,14.6,-13.8297333,8.2816,278
198,14.6,-13.8297333,8.2816,278
198,14.6,-13.8308333,8.28171667,278
198,14.6,-13.8308333,8.28171667,278
201,8.8,-14.42625,8.35491167,296.5
201,8.8,-14.42625,8.35491167,296.5
198,14.6,-13.83205,8.28183333,278
198,14.6,-13.83205,8.28183333,278
670,11.3,-14.9135683,8.50641667,267.8
670,11.3,-14.9135683,8.50641667,267.8
198,14.6,-13.83305,8.28193333,278
198,14.6,-13.83305,8.28193333,278
571,12,-14.9686083,8.19518333,166.1
571,12,-14.9686083,8.19518333,166.1
264,11.4,-13.9572667,8.22115,113.5
264,11.4,-13.9572667,8.22115,113.5
571,11.1,-14.9682567,8.194165,160.8
571,11.1,-14.9682567,8.194165,160.8
406,12.3,-14.8632167,8.4755,93
406,12.3,-14.8632167,8.4755,93
571,11.2,-14.9678967,8.19320333,168.2
571,11.2,-14.9678967,8.19320333,168.2
198,14.7,-13.8382833,8.2825,279
198,14.7,-13.8382833,8.2825,279
571,11.2,-14.9623033,8.17797,168
198,14.7,-13.8700833,8.28586667,279
571,10.9,-14.9611717,8.17495667,170.4
1,0,-14.6128667,8.36800833,336.1
198,14.7,-13.8757167,8.28645,278
670,11.5,-14.9477217,8.50614167,270.2
201,9.2,-14.4511967,8.36365,299.3
406,12.2,-14.8297667,8.47488333,91
198,14.7,-13.8769333,8.28656667,278
670,11.6,-14.94924,8.506145,270.4
198,14.7,-13.8781333,8.2867,278
670,11.6,-14.95002,8.50614833,270.5
1,0,-14.6128417,8.36799333,330.4
152,13,-14.9206967,8.47699667,91.4
406,12.2,-14.8263667,8.47483333,91
198,14.7,-13.8804667,8.28693333,278
571,11.9,-14.9599683,8.171935,160.9
152,13.3,-14.919585,8.477025,89.9
571,11.2,-14.9597717,8.17144833,164.5
198,14.7,-13.8818833,8.28708333,278
670,11.6,-14.952505,8.50616,270
198,14.7,-13.8831,8.2872,278
406,12.1,-14.8238167,8.4748,91
1,0,-14.612825,8.36798333,334.7
670,11.5,-14.9540383,8.50616167,270.2
201,9,-14.4557683,8.36528333,297.6
406,12.1,-14.8229667,8.47478333,91
198,14.8,-13.8843167,8.28733333,278
198,14.8,-13.8847167,8.28736667,279
670,11.6,-14.9548467,8.50616,269.7
406,12.1,-14.8222167,8.47476667,91
198,14.7,-13.8855333,8.28745,279
1,0,-14.6128583,8.367985,327.3
576,0,-14.613085,8.368855,224.5
264,10.8,-13.9218733,8.2106,95.9
571,11.2,-14.9591067,8.16939667,170.9
201,9.2,-14.4567783,8.36563667,297.9
201,8.7,-14.4573383,8.36582667,296.3
406,12.1,-14.82035,8.47475,91
1,0,-14.6128533,8.367995,321.8
571,11.8,-14.9586267,8.16839333,162.6
198,14.8,-13.8879667,8.28771667,279
670,11.6,-14.95737,8.50612,269.3
201,9,-14.4579567,8.36603667,297.1
264,10.9,-13.91938,8.21050667,92.7
670,11.7,-14.9581667,8.50611,268.6
198,14.8,-13.8891833,8.28785,279
201,8.8,-14.458515,8.36622667,296
264,11,-13.9190667,8.2105,91.6
406,12.1,-14.8186667,8.4747,91
1,0,-14.6128583,8.36797667,330.5
264,10.9,-13.9188333,8.21048333,92.3
264,10.8,-13.9186233,8.21048333,93.4
201,8.9,-14.45913,8.36642833,296.7
198,14.8,-13.8908,8.28801667,279
264,10.9,-13.9177883,8.21045,94
670,11.7,-14.959715,8.506075,268.5
406,12.1,-14.8171333,8.47468333,91
264,10.9,-13.917485,8.21043667,93.4
1,0,-14.6128967,8.36800167,330
571,11,-14.9577367,8.16638667,164.8
264,10.9,-13.91703,8.21042,93.6
201,8.7,-14.46012,8.36675167,293.3
198,14.8,-13.8919167,8.28813333,279
264,11,-13.9168767,8.21041167,94
152,13,-14.909695,8.47702667,90.4
571,11.8,-14.9574933,8.16593833,157.6
201,8.4,-14.4606617,8.36691667,295.3
264,11.1,-13.9155833,8.21035,93.8
198,14.8,-13.89395,8.28835,278
670,11.7,-14.9622317,8.50601667,268.3
201,8.8,-14.4612467,8.36710167,296.4
152,13,-14.907885,8.47707167,91.4
198,14.8,-13.8943667,8.28838333,278
264,10.9,-13.9147567,8.21031667,94.3
670,11.7,-14.963035,8.50600833,268.8
198,14.8,-13.8951667,8.28846667,278
152,13.2,-14.9068667,8.47711333,88.6
406,12,-14.8137,8.47463333,92
1,0,-14.6128983,8.36798833,327
571,11,-14.9568517,8.16443167,166.2
198,14.8,-13.8955833,8.28851667,278
670,11.6,-14.963785,8.50600667,269.4
264,11,-13.9135367,8.21026833,93.5
571,10.7,-14.956635,8.163875,165.6
264,11,-13.9133,8.21025,93.5
670,11.6,-14.9645983,8.50601333,270.5
198,14.8,-13.8976167,8.28871667,278
264,11,-13.9127717,8.21023167,94
571,10.9,-14.9564567,8.16337,178.3
264,11,-13.9125333,8.21021667,94
264,11,-13.9123133,8.21021,94.3
198,14.8,-13.89925,8.28886667,278
406,11.9,-14.81035,8.47456667,91
1,0,-14.6128567,8.367995,329.4
198,14.9,-13.9000833,8.28895,278
264,11,-13.9101583,8.210135,92.2
1,0,-14.6128383,8.36800167,1.1
571,10.9,-14.9557217,8.16141167,167
152,13.1,-14.9005917,8.47713167,89.9
264,11,-13.909155,8.21011,92.1
571,11.7,-14.9555017,8.16084333,164
670,11.7,-14.9694633,8.50614833,272.4
264,11.2,-13.9086083,8.21009167,92.5
201,8.7,-14.466205,8.36861667,293.1
152,13.1,-14.8996833,8.47711833,90.8
1,0,-14.6128033,8.36800833,14.3
571,11.9,-14.9553383,8.160335,171
201,8.7,-14.4667117,8.36877,293.6
264,11.2,-13.907685,8.21006167,93.4
264,11.2,-13.90637,8.210015,92.9
198,14.9,-13.9063167,8.28953333,278
264,11.1,-13.905525,8.209985,93
670,11.7,-14.9727517,8.50622833,271.9
201,9,-14.4683767,8.36928667,297.1
406,11.9,-14.8037167,8.47443333,92
1,0,-14.6128433,8.36801333,28.7
264,11.1,-13.90505,8.20996667,92.9
152,13.1,-14.8951633,8.47712167,90.6
201,8.5,-14.4689883,8.36947333,296.2
571,10.5,-14.9544817,8.157775,171.8
670,11.7,-14.974305,8.50623667,270.8
201,8.8,-14.469495,8.369635,295.9
1,0,-14.6128483,8.367985,15.7
198,14.9,-13.9100167,8.28988333,278
571,11.8,-14.9542967,8.15726333,161.6
201,9.3,-14.4700667,8.36981167,296.7
264,11.1,-13.903055,8.20992833,92.3
198,14.9,-13.9112333,8.29,278
571,11.3,-14.9541383,8.15681167,164
670,11.7,-14.9760317,8.50622667,269.6
406,12,-14.8001667,8.47438333,91
264,11.1,-13.9019717,8.2099,92.5
198,14.9,-13.9124667,8.29013333,278
201,9,-14.47121,8.37018333,298.6
152,13.1,-14.8914433,8.477075,91
264,11.2,-13.9008867,8.20986,93.4
670,11.7,-14.9776583,8.50619,268.4
406,12.1,-14.79865,8.47435,91
264,11.2,-13.9004167,8.20983333,93.1
1,0,-14.6128783,8.36798667,6.8
198,14.9,-13.9149333,8.29036667,278
670,11.7,-14.97919,8.50616333,269
198,14.9,-13.9160667,8.29048333,278
201,9.5,-14.4735283,8.37095333,296.7
264,11.1,-13.8984,8.20977833,93.5
198,14.9,-13.9173,8.2906,278
264,11.3,-13.89785,8.20976,92.7
670,11.7,-14.9809167,8.50616333,269.6
198,14.9,-13.9185333,8.29071667,278
201,9.4,-14.4746833,8.37135167,299.1
152,13.1,-14.8859583,8.47703667,90.5
670,11.7,-14.9825183,8.506165,270.7
406,12,-14.7935,8.47423333,92
152,13.1,-14.88422,8.47703,90.1
198,15,-13.921,8.29096667,278
670,11.8,-14.9840717,8.50617167,270.5
198,15,-13.9222333,8.29108333,278
198,15,-13.9234833,8.2912,278
264,11.3,-13.8931567,8.20963833,90.6
670,11.8,-14.9857867,8.50621167,271.2
264,11.3,-13.8925283,8.20963167,90.8
198,15,-13.9247167,8.29133333,278
201,9.4,-14.478175,8.37256667,298.4
670,11.8,-14.987425,8.50623833,271.2
272,0,-14.61245,8.36709833,10.6
152,13.1,-14.878725,8.47705,88.6
264,11.5,-13.8904767,8.20962833,89.5
198,15,-13.9271833,8.29156667,278
264,11.1,-13.89,8.20963333,89.2
198,15,-13.9283167,8.29168333,278
264,11.4,-13.8883517,8.20964833,88.9
670,11.7,-14.9906883,8.50626833,270.6
264,11.2,-13.8878833,8.20966167,88.6
264,11.3,-13.8863,8.20966667,88.7
152,13.1,-14.8732283,8.47714,88.6
198,15.1,-13.9334833,8.29216667,277
1,0,-14.6128333,8.36797,17.9
264,11.2,-13.8836417,8.20969667,88.7
670,11.7,-14.99556,8.50625333,269.6
406,12,-14.7785333,8.47401667,92
670,11.7,-14.9980167,8.50623833,269.5
198,14.7,-14.2079167,8.3661,292
1,0,-14.6128433,8.36801,20.9
201,9.8,-14.6573167,8.43219167,278.5
152,13,-14.6219667,8.44690333,117.3
198,14.7,-14.2094333,8.36651667,292
198,14.6,-14.21055,8.36683333,292
198,14.6,-14.2116833,8.36715,292
406,11.9,-14.5537,8.4207,114
201,9.7,-14.65991,8.43235167,273.5
576,0,-14.6130817,8.36886167,29.6
201,9.2,-14.6612033,8.43242,273.7
471,0,-14.6131733,8.36855167,247.1
1,0,-14.61285,8.36798667,4.4
198,14.7,-14.2161,8.3684,293
201,9.3,-14.66254,8.43247667,273
152,12.8,-14.6155617,8.44474167,116.6
198,14.6,-14.2172167,8.36871667,293
406,11.9,-14.5491833,8.4193,114
201,9.2,-14.665025,8.43257333,268.4
1,0,-14.6128383,8.36798333,350.1
198,14.6,-14.2274333,8.37165,293
198,14.6,-14.2397167,8.37508333,292
198,14.5,-14.2430667,8.37601667,292
198,14.5,-14.2441833,8.37633333,292
198,14.5,-14.2453,8.37665,292
198,14.4,-14.2506,8.37813333,292
198,14.5,-14.2620167,8.38138333,293
198,14.8,-14.3851,8.41571667,292
198,14.8,-14.3851,8.41571667,292
406,12.3,-14.40385,8.37576667,114
406,12.3,-14.40385,8.37576667,114
1,0,-14.6128183,8.367975,347.8
1,0,-14.6128183,8.367975,347.8
1,0,-14.6128217,8.36799167,353.5
406,12.5,-14.366,8.36458333,112
1,0,-14.6128633,8.36799667,354.9
1,0,-14.6128817,8.36799833,356.9
406,12.5,-14.3642333,8.3641,112
1,0,-14.6128467,8.36798333,344.8
201,9.8,-14.8031567,8.41298,225.8
198,14.9,-14.4461,8.43228333,292
198,14.9,-14.4472667,8.4326,292
1,0,-14.6128267,8.36797667,357.7
1,0,-14.6128233,8.368005,351.9
152,13.3,-14.4155017,8.37968833,116.6
198,14.9,-14.4507167,8.43355,292
198,14.9,-14.4518833,8.43386667,292
1,0,-14.6127933,8.36800833,355.7
471,0,-14.6131867,8.36855167,318.7
198,15,-14.45295,8.43415,292
1,0,-14.6128,8.36802,350
1,0,-14.61283,8.36802,356.9
201,10.8,-14.80851,8.40895833,226
198,14.9,-14.4573833,8.43535,292
1,0,-14.61282,8.36799833,353.8
198,15,-14.4624167,8.43668333,291
1,0,-14.6128367,8.36799167,2.4
198,14.9,-14.4635833,8.43698333,291
201,10,-14.8121983,8.40625167,224.7
1,0,-14.61281,8.36798833,348.3
201,9.6,-14.81305,8.40561333,223.1
1,0,-14.612825,8.36798667,7.9
198,14.8,-14.46925,8.4385,292
406,12.7,-14.3383667,8.35671667,112
272,0,-14.6123533,8.36715167,8.7
201,9.9,-14.8175617,8.40218167,218
1,0,-14.6128533,8.36798,358.3
406,12.7,-14.3336167,8.3553,115
198,14.8,-14.4976833,8.4462,291
1,0,-14.6128683,8.368005,358.8
1,0,-14.6128383,8.36802,10.5
152,13.1,-14.10248,8.273655,114.7
406,12.3,-14.0591,8.26656667,113
455,19,-13.9153383,8.28946167,284.3
1,0,-14.6128183,8.36800833,4.1
455,18.9,-13.9159767,8.28957167,284.7
720,12.4,-14.9952283,8.47668,89.9
198,14.6,-14.8226667,8.50923333,270
201,10.4,-14.9493,8.26596333,209.8
406,12.3,-14.0576167,8.26613333,113
272,0,-14.61246,8.36707333,357.7
1,0,-14.6128417,8.36799833,350.1
455,18.9,-13.9185183,8.29003,285.3
152,13.1,-14.100075,8.27283833,114.9
720,12.4,-14.9934583,8.47670333,89.7
455,18.9,-13.92093,8.29047333,285.3
198,14.6,-14.8251167,8.50925,270
1,0,-14.61282,8.36798333,357.8
198,14.7,-14.8255333,8.50923333,269
455,18.9,-13.9216917,8.29061167,285.3
152,13.1,-14.0984233,8.27236167,114.7
1,0,-14.61281,8.36798,1.3
455,18.9,-13.9223317,8.29072667,285.2
198,14.7,-14.82625,8.50925,270
201,10.4,-14.950615,8.26441333,211.6
152,13,-14.0976067,8.27210167,114.7
406,12.4,-14.0544833,8.2652,114
455,18.9,-13.9229633,8.29084333,285.1
198,14.7,-14.8270833,8.50925,270
720,12.6,-14.99073,8.476715,90.4
198,14.7,-14.8274833,8.50925,270
201,9.9,-14.951005,8.26397333,204.2
455,19,-13.9247417,8.29116167,285
198,14.7,-14.8279,8.50925,269
720,12.6,-14.9897617,8.476735,88.9
198,14.7,-14.8285167,8.50925,270
201,10.7,-14.9513967,8.26351833,213.6
455,18.9,-13.926135,8.29141167,284.9
198,14.7,-14.8293333,8.50923333,270
201,10.5,-14.95169,8.26314,202.2
198,14.7,-14.8301667,8.50925,270
455,18.9,-13.9277867,8.29170833,284.9
152,12.9,-14.094265,8.27115167,114.2
406,12.4,-14.05135,8.26421667,115
1,0,-14.61282,8.36798667,352.7
201,10.7,-14.95236,8.26236333,210.9
455,18.9,-13.9293083,8.29198,285
406,12.4,-14.0505,8.26395,115
455,19,-13.9299433,8.292095,285
720,12.7,-14.98615,8.47672167,91
201,9.8,-14.9527383,8.26191,203
455,18.9,-13.9305767,8.29220833,284.9
406,12.4,-14.0497167,8.26371667,114
455,18.9,-13.9317183,8.292415,285.2
198,14.8,-14.8338833,8.50925,270
201,10.3,-14.9530967,8.26150833,209.8
455,18.9,-13.9323533,8.29252667,284.9
720,12.7,-14.9845583,8.47672667,91.4
198,14.8,-14.8351167,8.50925,270
406,12.4,-14.0483167,8.26328333,114
201,10.7,-14.9534767,8.26105667,209.7
1,0,-14.6128233,8.36801,351.3
201,10.2,-14.9537983,8.26068667,215
152,12.9,-14.09024,8.269915,114.2
198,14.7,-14.8363333,8.50925,270
455,18.9,-13.9354067,8.29305167,284.3
406,12.4,-14.0467333,8.26283333,113
201,10.4,-14.954455,8.25989167,207.4
455,18.9,-13.9369333,8.29331667,284.4
152,12.9,-14.0886517,8.26935167,114.2
198,14.6,-14.8387,8.50925,270
720,12.5,-14.9809283,8.47669667,89.8
455,18.9,-13.9382033,8.29353667,284.3
198,14.7,-14.8399167,8.50925,270
201,10.1,-14.9551883,8.25904333,209.3
406,12.4,-14.0442167,8.26208333,113
406,12.4,-14.0434333,8.26185,114
272,0,-14.61245,8.36710833,352.7
1,0,-14.61284,8.36799167,349.9
455,18.9,-13.941375,8.29408833,285.7
198,14.5,-14.8415333,8.50923333,269
152,12.9,-14.0853933,8.26835,114.2
198,14.4,-14.84235,8.50923333,270
455,18.8,-13.943005,8.29441333,286.8
201,10.1,-14.956575,8.25745,216.6
455,18.8,-13.9445,8.29472833,287.4
720,12.8,-14.9756067,8.47664333,90.4
198,14.4,-14.8459833,8.50921667,269
201,10.3,-14.9573117,8.25659667,205.5
720,12.7,-14.9740167,8.47663167,89.8
198,14.5,-14.8471833,8.5092,269
406,12.4,-14.0388333,8.2604,115
1,0,-14.6128,8.36798167,343.4
455,18.8,-13.9488067,8.295745,289
455,18.8,-13.9504117,8.29611833,289
1,0,-14.6127617,8.36796667,355.8
201,10.5,-14.9586717,8.25501667,209.2
455,18.8,-13.951895,8.296465,289.5
720,12.8,-14.970365,8.47663833,90.9
198,14.4,-14.8507,8.50916667,269
201,9.7,-14.9593667,8.25422667,200.8
720,12.9,-14.96876,8.476655,90.2
406,12.4,-14.0342,8.25898333,114
152,12.8,-14.0755833,8.26553333,114.4
201,9.3,-14.96074,8.25262167,216.1
455,18.8,-13.9593117,8.298205,289.8
720,12.7,-14.9651167,8.476625,91.3
201,10.5,-14.96144,8.25181167,207.4
720,12.7,-14.963245,8.47659333,91.2
406,12.4,-14.0294833,8.25751667,115
720,13,-14.9616233,8.47655333,92.7
201,10.5,-14.962855,8.250215,211.8
720,12.9,-14.9579633,8.47648167,92.3
201,10.6,-14.96394,8.24897667,211.7
720,12.9,-14.95707,8.47646667,91.6
720,12.9,-14.7791733,8.47700833,92.1
406,12.1,-13.8506333,8.22546667,92
201,10.1,-14.9443067,8.15032167,173
1,0,-14.6128533,8.36799167,13.5
455,18.2,-14.2274783,8.37570833,293
455,18.3,-14.229115,8.37617167,293
1,0,-14.6128183,8.36800667,26.4
201,9.9,-14.943525,8.14672167,181.6
1,0,-14.6128933,8.36801167,5.6
201,9.8,-14.9408867,8.13498667,168.3
1,0,-14.61284,8.36801833,6.1
406,12.2,-13.81705,8.22453333,92
720,13,-14.73294,8.47713833,88.2
201,10.8,-14.9396933,8.129485,172.1
716,11.9,-14.8531833,8.4741,89.8
1,0,-14.6128183,8.36797833,159
85,12.4,-14.8431167,8.4838,89.8
716,11.9,-14.84835,8.47408333,90.4
1,0,-14.61283,8.36797833,167.9
201,10,-14.9041367,8.01564,166.3
85,12.3,-14.8397717,8.483815,90.1
1,0,-14.6128383,8.36800167,148.8
455,18.2,-14.5854483,8.47363833,292.6
85,12.4,-14.837875,8.48382,89.9
716,12,-14.84345,8.47406667,90.7
85,12.4,-14.8362333,8.48382333,89.8
716,12,-14.8417833,8.47403333,90.4
201,9.5,-14.9029417,8.01300833,153.3
455,18.2,-14.5911883,8.47521833,291.6
85,12.4,-14.8344967,8.483825,89.9
1,0,-14.6128433,8.368015,146.1
716,11.9,-14.8397667,8.47401667,91
455,18,-14.5936183,8.47589,292.9
85,12.4,-14.83276,8.48382833,89.7
716,12,-14.8384333,8.474,90.9
455,17.8,-14.5964983,8.47668833,292.6
1,0,-14.6128183,8.36798667,146.8
716,12,-14.8364333,8.47398333,90
720,11.9,-14.520055,8.40995667,114.7
201,9.2,-14.9017333,8.01036667,162.7
720,11.9,-14.51931,8.40972167,115.4
1,0,-14.61282,8.36799667,158.4
455,17.9,-14.5993883,8.47747333,292
720,11.9,-14.517745,8.40921,116.3
455,18,-14.60288,8.478415,292.2
716,12,-14.83215,8.47396667,90.4
85,12.5,-14.8258317,8.48379333,90.8
455,17.9,-14.603465,8.47857667,291.8
720,11.8,-14.5154517,8.40845,116.6
455,18,-14.6043983,8.47882667,292.2
201,10.2,-14.90052,8.00773,159.4
455,18.1,-14.6050933,8.47902333,292.9
720,11.9,-14.5147,8.40821333,115.4
85,12.5,-14.824075,8.48377833,90.6
716,12,-14.8296333,8.47396667,89.8
85,12.5,-14.8222283,8.48377,90.4
455,18,-14.60787,8.479795,292.7
1,0,-14.6128383,8.36802,143.2
85,12.5,-14.8204683,8.483765,90.1
1,0,-14.61282,8.36801333,152.8
720,11.8,-14.5109817,8.40714167,112.1
455,18,-14.6113517,8.48076,292.6
201,10.2,-14.8993167,8.00508667,169.5
455,18,-14.6120517,8.48094667,292.1
1,0,-14.6128133,8.36800167,152.1
720,11.8,-14.5102267,8.40692167,113.2
1,0,-14.612815,8.368,146.9
720,11.9,-14.5093917,8.406685,113.6
455,18,-14.613915,8.48146,292.1
1,0,-14.6128233,8.36800167,145.8
201,10.4,-14.8985767,8.003365,164.9
1,0,-14.6128433,8.36803333,140.3
1,0,-14.6128467,8.36803,139.6
201,10,-14.8982067,8.00242167,166.9
455,18.1,-14.6190783,8.48283667,291.7
720,11.7,-14.5058083,8.40562167,114.2
201,9.8,-14.8980283,8.001975,165.9
1,0,-14.6128333,8.36797333,147.6
455,18.1,-14.6203667,8.483185,291.9
201,10.3,-14.897865,8.001575,165.7
1,0,-14.6128533,8.368005,152.2
85,12.8,-14.8114933,8.48373667,90.5
716,12,-14.8183,8.47396667,89.8
1,0,-14.6128633,8.368,147.5
201,9.6,-14.8975233,8.00068833,164.7
455,18.2,-14.62392,8.48413833,292.4
1,0,-14.6128183,8.36799667,142
1,0,-14.612815,8.36799,147.4
720,11.7,-14.5019167,8.40445,113.7
455,18.4,-14.6254583,8.48455333,292.3
455,18.3,-14.62617,8.48474167,292
720,11.8,-14.5013117,8.40427167,113.6
85,12.8,-14.8081033,8.48372667,90.5
455,18.3,-14.62688,8.48493667,292.3
455,18.4,-14.6274683,8.48509833,292.3
455,18.3,-14.628055,8.48525833,292.4
720,11.8,-14.4997233,8.40383833,113.4
455,18.3,-14.6286483,8.48542333,292.5
85,12.8,-14.8062217,8.48371833,90.6
455,18.2,-14.62971,8.485715,292.5
85,12.9,-14.8053167,8.48371667,90.4
455,18.2,-14.6310033,8.48607667,292.9
720,11.8,-14.4982217,8.40340333,112.9
85,12.9,-14.8045117,8.48369667,91.1
455,18.3,-14.6325383,8.48650667,293.4
455,18.2,-14.633245,8.4867,292.8
716,12.1,-14.8104333,8.47403333,89.5
720,11.8,-14.496655,8.40295167,112.9
455,18.2,-14.6339483,8.48689833,292.9
716,12.1,-14.8097667,8.47403333,89.9
455,18.3,-14.634545,8.48706167,293.1
720,11.8,-14.4953233,8.40254333,113.9
716,12.1,-14.8080667,8.47405,89.4
85,12.9,-14.7999167,8.483625,91.4
455,18.2,-14.6380583,8.48804167,292.9
85,13,-14.799105,8.483615,91.4
720,11.6,-14.493015,8.40186667,113.3
85,12.9,-14.798115,8.48359333,91.5
455,18.3,-14.63922,8.488375,293.1
455,18.2,-14.6402733,8.48867,293
720,11.7,-14.4924133,8.40168667,113.9
85,13,-14.7973,8.48357333,92.2
1,0,-14.6128483,8.36794,142.8
716,12.1,-14.8047,8.47408333,89
455,18.1,-14.6415517,8.48903167,292.9
720,11.7,-14.4901183,8.40098167,115.1
85,12.9,-14.79451,8.48352833,91.6
720,11.7,-14.4893683,8.40075,115
455,18.1,-14.6461733,8.49038167,293.6
716,12.1,-14.8004,8.47411667,88.9
85,13,-14.7918833,8.48347667,91.8
1,0,-14.61283,8.36800167,143.4
455,18.2,-14.6485033,8.49103333,292.5
716,12.1,-14.7987,8.47415,89.7
85,13,-14.7899933,8.48345333,91.4
85,12.9,-14.7890967,8.48344667,91.3
455,18.3,-14.651415,8.49187167,293.4
1,0,-14.612845,8.368015,153.3
720,11.7,-14.48472,8.39941,113.6
716,12.1,-14.7970167,8.47415,89
85,13,-14.78837,8.483435,91.3
720,11.8,-14.4841217,8.399225,114
455,18.1,-14.6531783,8.492365,292.5
1,0,-14.61285,8.36798167,138.3
716,12.1,-14.7953167,8.47418333,89.4
720,11.9,-14.4825483,8.398755,113.5
85,12.9,-14.785475,8.483395,91.4
455,18.2,-14.656075,8.493185,293.2
720,11.6,-14.4818183,8.39853167,114
85,13.2,-14.78446,8.483385,91.1
455,18.2,-14.6576883,8.49365667,292.6
716,12.2,-14.7930333,8.4742,89
85,12.9,-14.7835733,8.48337,91.4
455,18.2,-14.6583833,8.49385333,292.7
1,0,-14.6128217,8.36798667,133.1
720,11.7,-14.4802317,8.39807333,113
455,18.2,-14.6595483,8.49418333,292.7
455,18.2,-14.6601367,8.49434833,293
85,12.9,-14.7817633,8.48334667,91.3
716,12.1,-14.79015,8.47425,88.4
720,11.6,-14.4781283,8.39748667,112.6
716,12.2,-14.78945,8.47425,88.7
455,18.3,-14.663065,8.49516833,292.4
720,11.8,-14.4772967,8.39726,112.4
85,13.1,-14.779125,8.48332,90.7
85,12.9,-14.7782317,8.48329833,91.6
455,18.4,-14.6654283,8.495815,292.2
716,11.9,-14.6353833,8.44755,115.1
883,14.8,-13.9744317,8.30268,292
391,12.6,-14.9987667,8.48101667,89
1,0,-14.6128767,8.368005,28.8
716,12,-14.6181,8.4422,115.6
720,12.7,-14.3111517,8.34761,114.8
85,12.8,-14.5987333,8.44109,116.9
1,0,-14.6128267,8.36799167,26.7
81,17.5,-14.9948333,8.47541667,92
716,11.9,-14.6136333,8.44086667,114
391,12.4,-14.9855167,8.48108333,89
883,14.7,-14.0024567,8.31028167,292
455,18.2,-14.940365,8.512015,271.3
391,12.4,-14.9841333,8.4811,89
455,18.2,-14.9429117,8.51204333,271.2
1,0,-14.6128417,8.368005,30
471,0,-14.613175,8.368555,20.7
81,17.4,-14.9713667,8.47433333,93
455,18.1,-14.9671033,8.512345,270.5
391,13.1,-14.7141167,8.46901667,116
391,13.1,-14.7124833,8.46848333,116
1,0,-14.612845,8.36797167,235.9
391,13.1,-14.7118333,8.46826667,117
1,0,-14.6128267,8.36797,273.7
81,11.9,-14.6759833,8.45613333,115
81,11.9,-14.6754,8.45593333,115
1,0,-14.6128617,8.36796667,275.7
716,12.8,-14.3615667,8.36161667,115.6
1,0,-14.61286,8.36796,255.2
85,13,-14.3357867,8.35503667,115.3
1,0,-14.6128417,8.367985,256.2
81,11.8,-14.6718333,8.45478333,115
720,12.7,-14.0507817,8.2648,115.9
85,13,-14.3341633,8.354515,115.5
716,12.8,-14.3581,8.36051667,115
391,13.1,-14.7054667,8.46615,116
81,11.8,-14.67035,8.45431667,115
1,0,-14.6128,8.36797167,243
391,13.1,-14.7044833,8.4658,117
